nom,SIREN,COG,type,code_region,code_departement
L'Abergement-Clémenciat,210100012,1001,COM,84,1
L'Abergement-de-Varey,210100020,1002,COM,84,1
Ambérieu-en-Bugey,210100046,1004,COM,84,1
Ambérieux-en-Dombes,210100053,1005,COM,84,1
Ambléon,210100061,1006,COM,84,1
Ambronay,210100079,1007,COM,84,1
Ambutrix,210100087,1008,COM,84,1
Andert-et-Condon,210100095,1009,COM,84,1
Anglefort,210100103,1010,COM,84,1
Apremont,210100111,1011,COM,84,1
Aranc,210100129,1012,COM,84,1
Arandas,210100137,1013,COM,84,1
Arbent,210100145,1014,COM,84,1
Arboys en Bugey,200053668,1015,COM,84,1
Arbigny,210100160,1016,COM,84,1
Argis,210100178,1017,COM,84,1
Armix,210100194,1019,COM,84,1
Ars-sur-Formans,210100210,1021,COM,84,1
Artemare,210100228,1022,COM,84,1
Asnières-sur-Saône,210100236,1023,COM,84,1
Attignat,210100244,1024,COM,84,1
Bâgé-Dommartin,200077220,1025,COM,84,1
Bâgé-le-Châtel,210100269,1026,COM,84,1
Balan,210100277,1027,COM,84,1
Baneins,210100285,1028,COM,84,1
Beaupont,210100293,1029,COM,84,1
Beauregard,210100301,1030,COM,84,1
Bellignat,210100319,1031,COM,84,1
Béligneux,210100327,1032,COM,84,1
Valserhône,200083863,1033,COM,84,1
Belley,210100343,1034,COM,84,1
Belleydoux,210100350,1035,COM,84,1
Valromey-sur-Séran,200086411,1036,COM,84,1
Bénonces,210100376,1037,COM,84,1
Bény,210100384,1038,COM,84,1
Béon,210100392,1039,COM,84,1
Béréziat,210100400,1040,COM,84,1
Bettant,210100418,1041,COM,84,1
Bey,210100426,1042,COM,84,1
Beynost,210100434,1043,COM,84,1
Billiat,210100442,1044,COM,84,1
Birieux,210100459,1045,COM,84,1
Biziat,210100467,1046,COM,84,1
Blyes,210100475,1047,COM,84,1
La Boisse,210100491,1049,COM,84,1
Boissey,210100509,1050,COM,84,1
Bolozon,210100517,1051,COM,84,1
Bouligneux,210100525,1052,COM,84,1
Bourg-en-Bresse,210100533,1053,COM,84,1
Bourg-Saint-Christophe,210100541,1054,COM,84,1
Boyeux-Saint-Jérôme,210100566,1056,COM,84,1
Boz,210100574,1057,COM,84,1
Brégnier-Cordon,210100582,1058,COM,84,1
Brénod,210100608,1060,COM,84,1
Brens,210100616,1061,COM,84,1
Bressolles,210100624,1062,COM,84,1
Brion,210100632,1063,COM,84,1
Briord,210100640,1064,COM,84,1
Buellas,210100657,1065,COM,84,1
La Burbanche,210100665,1066,COM,84,1
Ceignes,210100673,1067,COM,84,1
Cerdon,210100681,1068,COM,84,1
Certines,210100699,1069,COM,84,1
Cessy,210100715,1071,COM,84,1
Ceyzériat,210100723,1072,COM,84,1
Ceyzérieu,210100731,1073,COM,84,1
Chalamont,210100749,1074,COM,84,1
Chaleins,210100756,1075,COM,84,1
Chaley,210100764,1076,COM,84,1
Challes-la-Montagne,210100772,1077,COM,84,1
Challex,210100780,1078,COM,84,1
Champagne-en-Valromey,210100798,1079,COM,84,1
Champdor-Corcelles,200056695,1080,COM,84,1
Champfromier,210100814,1081,COM,84,1
Chanay,210100822,1082,COM,84,1
Chaneins,210100830,1083,COM,84,1
Chanoz-Châtenay,210100848,1084,COM,84,1
La Chapelle-du-Châtelard,210100855,1085,COM,84,1
Charix,210100871,1087,COM,84,1
Charnoz-sur-Ain,210100889,1088,COM,84,1
Château-Gaillard,210100897,1089,COM,84,1
Châtenay,210100905,1090,COM,84,1
Châtillon-la-Palud,210100921,1092,COM,84,1
Châtillon-sur-Chalaronne,210100939,1093,COM,84,1
Chavannes-sur-Reyssouze,210100947,1094,COM,84,1
Nivigne et Suran,200062537,1095,COM,84,1
Chaveyriat,210100962,1096,COM,84,1
Chazey-Bons,200063121,1098,COM,84,1
Chazey-sur-Ain,210100996,1099,COM,84,1
Cheignieu-la-Balme,210101002,1100,COM,84,1
Chevillard,210101010,1101,COM,84,1
Chevroux,210101028,1102,COM,84,1
Chevry,210101036,1103,COM,84,1
Chézery-Forens,210101044,1104,COM,84,1
Civrieux,210101051,1105,COM,84,1
Cize,210101069,1106,COM,84,1
Cleyzieu,210101077,1107,COM,84,1
Coligny,210101085,1108,COM,84,1
Collonges,210101093,1109,COM,84,1
Colomieu,210101101,1110,COM,84,1
Conand,210101119,1111,COM,84,1
Condamine,210101127,1112,COM,84,1
Condeissiat,210101135,1113,COM,84,1
Confort,210101143,1114,COM,84,1
Confrançon,210101150,1115,COM,84,1
Contrevoz,210101168,1116,COM,84,1
Conzieu,210101176,1117,COM,84,1
Corbonod,210101184,1118,COM,84,1
Corlier,210101218,1121,COM,84,1
Cormoranche-sur-Saône,210101234,1123,COM,84,1
Cormoz,210101242,1124,COM,84,1
Corveissiat,210101259,1125,COM,84,1
Courmangoux,210101275,1127,COM,84,1
Courtes,210101283,1128,COM,84,1
Crans,210101291,1129,COM,84,1
Bresse Vallons,200086965,1130,COM,84,1
Cressin-Rochefort,210101333,1133,COM,84,1
Crottet,210101341,1134,COM,84,1
Crozet,210101358,1135,COM,84,1
Cruzilles-lès-Mépillat,210101366,1136,COM,84,1
Culoz,210101382,1138,COM,84,1
Curciat-Dongalon,210101390,1139,COM,84,1
Curtafond,210101408,1140,COM,84,1
Cuzieu,210101416,1141,COM,84,1
Dagneux,210101424,1142,COM,84,1
Divonne-les-Bains,210101432,1143,COM,84,1
Dompierre-sur-Veyle,210101457,1145,COM,84,1
Dompierre-sur-Chalaronne,210101465,1146,COM,84,1
Domsure,210101473,1147,COM,84,1
Dortan,210101481,1148,COM,84,1
Douvres,210101499,1149,COM,84,1
Drom,210101507,1150,COM,84,1
Druillat,210101515,1151,COM,84,1
Échallon,210101523,1152,COM,84,1
Échenevex,210101531,1153,COM,84,1
Évosges,210101556,1155,COM,84,1
Faramans,210101564,1156,COM,84,1
Fareins,210101572,1157,COM,84,1
Farges,210101580,1158,COM,84,1
Feillens,210101598,1159,COM,84,1
Ferney-Voltaire,210101606,1160,COM,84,1
Flaxieu,210101622,1162,COM,84,1
Foissiat,210101630,1163,COM,84,1
Francheleins,210101655,1165,COM,84,1
Frans,210101663,1166,COM,84,1
Garnerans,210101671,1167,COM,84,1
Genouilleux,210101697,1169,COM,84,1
Béard-Géovreissiat,210101705,1170,COM,84,1
Géovreisset,210101713,1171,COM,84,1
Gex,210101739,1173,COM,84,1
Giron,210101747,1174,COM,84,1
Gorrevod,210101754,1175,COM,84,1
Grand-Corent,210101770,1177,COM,84,1
Grièges,210101796,1179,COM,84,1
Grilly,210101804,1180,COM,84,1
Groissiat,210101812,1181,COM,84,1
Guéreins,210101838,1183,COM,84,1
Hautecourt-Romanèche,210101846,1184,COM,84,1
Plateau d'Hauteville,200086122,1185,COM,84,1
Haut Valromey,200053676,1187,COM,84,1
Illiat,210101887,1188,COM,84,1
Injoux-Génissiat,210101895,1189,COM,84,1
Innimond,210101903,1190,COM,84,1
Izenave,210101911,1191,COM,84,1
Izernore,210101929,1192,COM,84,1
Izieu,210101937,1193,COM,84,1
Jassans-Riottier,210101945,1194,COM,84,1
Jasseron,210101952,1195,COM,84,1
Jayat,210101960,1196,COM,84,1
Journans,210101978,1197,COM,84,1
Joyeux,210101986,1198,COM,84,1
Jujurieux,210101994,1199,COM,84,1
Labalme,210102000,1200,COM,84,1
Lagnieu,210102026,1202,COM,84,1
Laiz,210102034,1203,COM,84,1
Le Poizat-Lalleyriat,200053395,1204,COM,84,1
Lantenay,210102067,1206,COM,84,1
Lapeyrouse,210102075,1207,COM,84,1
Lavours,210102083,1208,COM,84,1
Léaz,210102091,1209,COM,84,1
Lélex,210102109,1210,COM,84,1
Lent,210102117,1211,COM,84,1
Lescheroux,210102125,1212,COM,84,1
Leyment,210102133,1213,COM,84,1
Leyssard,210102141,1214,COM,84,1
Surjoux-Lhopital,200085306,1215,COM,84,1
Lhuis,210102166,1216,COM,84,1
Lompnas,210102190,1219,COM,84,1
Loyettes,210102240,1224,COM,84,1
Lurcy,210102257,1225,COM,84,1
Magnieu,200084978,1227,COM,84,1
Maillat,210102281,1228,COM,84,1
Malafretaz,210102299,1229,COM,84,1
Mantenay-Montlin,210102307,1230,COM,84,1
Manziat,210102315,1231,COM,84,1
Marboz,210102323,1232,COM,84,1
Marchamp,210102331,1233,COM,84,1
Marignieu,210102349,1234,COM,84,1
Marlieux,210102356,1235,COM,84,1
Marsonnas,210102364,1236,COM,84,1
Martignat,210102372,1237,COM,84,1
Massieux,210102380,1238,COM,84,1
Massignieu-de-Rives,210102398,1239,COM,84,1
Matafelon-Granges,210102406,1240,COM,84,1
Meillonnas,210102414,1241,COM,84,1
Mérignat,210102422,1242,COM,84,1
Messimy-sur-Saône,210102430,1243,COM,84,1
Meximieux,210102448,1244,COM,84,1
Bohas-Meyriat-Rignat,210102455,1245,COM,84,1
Mézériat,210102463,1246,COM,84,1
Mijoux,210102471,1247,COM,84,1
Mionnay,210102489,1248,COM,84,1
Miribel,210102497,1249,COM,84,1
Misérieux,210102505,1250,COM,84,1
Mogneneins,210102521,1252,COM,84,1
Montagnat,210102547,1254,COM,84,1
Montagnieu,210102554,1255,COM,84,1
Montanges,210102570,1257,COM,84,1
Montceaux,210102588,1258,COM,84,1
Montcet,210102596,1259,COM,84,1
Le Montellier,210102604,1260,COM,84,1
Monthieux,210102612,1261,COM,84,1
Montluel,210102620,1262,COM,84,1
Montmerle-sur-Saône,210102638,1263,COM,84,1
Montracol,210102646,1264,COM,84,1
Montréal-la-Cluse,210102653,1265,COM,84,1
Montrevel-en-Bresse,210102661,1266,COM,84,1
Nurieux-Volognat,210102679,1267,COM,84,1
Murs-et-Gélignieux,210102687,1268,COM,84,1
Nantua,210102695,1269,COM,84,1
Neuville-les-Dames,210102729,1272,COM,84,1
Neuville-sur-Ain,210102737,1273,COM,84,1
Les Neyrolles,210102745,1274,COM,84,1
Neyron,210102752,1275,COM,84,1
Niévroz,210102760,1276,COM,84,1
Nivollet-Montgriffon,210102778,1277,COM,84,1
Oncieu,210102794,1279,COM,84,1
Ordonnaz,210102802,1280,COM,84,1
Ornex,210102810,1281,COM,84,1
Outriaz,210102828,1282,COM,84,1
Oyonnax,210102836,1283,COM,84,1
Ozan,210102844,1284,COM,84,1
Parcieux,210102851,1285,COM,84,1
Parves et Nattages,200059913,1286,COM,84,1
Péron,210102885,1288,COM,84,1
Péronnas,210102893,1289,COM,84,1
Pérouges,210102901,1290,COM,84,1
Perrex,210102919,1291,COM,84,1
Peyriat,210102935,1293,COM,84,1
Peyrieu,210102943,1294,COM,84,1
Peyzieux-sur-Saône,210102950,1295,COM,84,1
Pirajoux,210102968,1296,COM,84,1
Pizay,210102976,1297,COM,84,1
Plagne,210102984,1298,COM,84,1
Le Plantay,210102992,1299,COM,84,1
Polliat,210103016,1301,COM,84,1
Pollieu,210103024,1302,COM,84,1
Poncin,210103032,1303,COM,84,1
Pont-d'Ain,210103040,1304,COM,84,1
Pont-de-Vaux,210103057,1305,COM,84,1
Pont-de-Veyle,210103065,1306,COM,84,1
Port,210103073,1307,COM,84,1
Pougny,210103081,1308,COM,84,1
Pouillat,210103099,1309,COM,84,1
Prémeyzel,210103107,1310,COM,84,1
Prémillieu,210103115,1311,COM,84,1
Prévessin-Moëns,210103131,1313,COM,84,1
Priay,210103149,1314,COM,84,1
Ramasse,210103172,1317,COM,84,1
Rancé,210103180,1318,COM,84,1
Relevant,210103198,1319,COM,84,1
Replonges,210103206,1320,COM,84,1
Revonnas,210103214,1321,COM,84,1
Reyrieux,210103222,1322,COM,84,1
Reyssouze,210103230,1323,COM,84,1
Rignieux-le-Franc,210103255,1325,COM,84,1
Romans,210103289,1328,COM,84,1
Rossillon,210103297,1329,COM,84,1
Ruffieu,210103305,1330,COM,84,1
Saint-Alban,210103313,1331,COM,84,1
Saint-André-de-Bâgé,210103321,1332,COM,84,1
Saint-André-de-Corcy,210103339,1333,COM,84,1
Saint-André-d'Huiriat,210103347,1334,COM,84,1
Saint-André-le-Bouchoux,210103354,1335,COM,84,1
Saint-André-sur-Vieux-Jonc,210103362,1336,COM,84,1
Saint-Bénigne,210103370,1337,COM,84,1
Groslée-Saint-Benoit,200060143,1338,COM,84,1
Saint-Bernard,210103396,1339,COM,84,1
Sainte-Croix,210103420,1342,COM,84,1
Saint-Cyr-sur-Menthon,210103438,1343,COM,84,1
Saint-Denis-lès-Bourg,210103446,1344,COM,84,1
Saint-Denis-en-Bugey,210103453,1345,COM,84,1
Saint-Didier-d'Aussiat,210103461,1346,COM,84,1
Saint-Didier-de-Formans,210103479,1347,COM,84,1
Saint-Didier-sur-Chalaronne,210103487,1348,COM,84,1
Saint-Éloi,210103495,1349,COM,84,1
Saint-Étienne-du-Bois,210103503,1350,COM,84,1
Saint-Étienne-sur-Chalaronne,210103511,1351,COM,84,1
Saint-Étienne-sur-Reyssouze,210103529,1352,COM,84,1
Sainte-Euphémie,210103537,1353,COM,84,1
Saint-Genis-Pouilly,210103545,1354,COM,84,1
Saint-Genis-sur-Menthon,210103552,1355,COM,84,1
Saint-Georges-sur-Renon,210103560,1356,COM,84,1
Saint-Germain-de-Joux,210103578,1357,COM,84,1
Saint-Germain-les-Paroisses,210103586,1358,COM,84,1
Saint-Germain-sur-Renon,210103594,1359,COM,84,1
Saint-Jean-de-Gonville,210103602,1360,COM,84,1
Saint-Jean-de-Niost,210103610,1361,COM,84,1
Saint-Jean-de-Thurigneux,210103628,1362,COM,84,1
Saint-Jean-le-Vieux,210103636,1363,COM,84,1
Saint-Jean-sur-Reyssouze,210103644,1364,COM,84,1
Saint-Jean-sur-Veyle,210103651,1365,COM,84,1
Sainte-Julie,210103669,1366,COM,84,1
Saint-Julien-sur-Reyssouze,210103677,1367,COM,84,1
Saint-Julien-sur-Veyle,210103685,1368,COM,84,1
Saint-Just,210103693,1369,COM,84,1
Saint-Laurent-sur-Saône,210103701,1370,COM,84,1
Saint-Marcel,210103719,1371,COM,84,1
Saint-Martin-de-Bavel,210103727,1372,COM,84,1
Saint-Martin-du-Frêne,210103735,1373,COM,84,1
Saint-Martin-du-Mont,210103743,1374,COM,84,1
Saint-Martin-le-Châtel,210103750,1375,COM,84,1
Saint-Maurice-de-Beynost,210103768,1376,COM,84,1
Saint-Maurice-de-Gourdans,210103784,1378,COM,84,1
Saint-Maurice-de-Rémens,210103792,1379,COM,84,1
Saint-Nizier-le-Bouchoux,210103800,1380,COM,84,1
Saint-Nizier-le-Désert,210103818,1381,COM,84,1
Sainte-Olive,210103826,1382,COM,84,1
Saint-Paul-de-Varax,210103834,1383,COM,84,1
Saint-Rambert-en-Bugey,210103842,1384,COM,84,1
Saint-Rémy,210103859,1385,COM,84,1
Saint-Sorlin-en-Bugey,210103867,1386,COM,84,1
Saint-Sulpice,210103875,1387,COM,84,1
Saint-Trivier-de-Courtes,210103883,1388,COM,84,1
Saint-Trivier-sur-Moignans,210103891,1389,COM,84,1
Saint-Vulbas,210103909,1390,COM,84,1
Salavre,210103917,1391,COM,84,1
Samognat,210103925,1392,COM,84,1
Sandrans,210103933,1393,COM,84,1
Sault-Brénaz,210103966,1396,COM,84,1
Sauverny,210103974,1397,COM,84,1
Savigneux,210103982,1398,COM,84,1
Ségny,210103990,1399,COM,84,1
Seillonnaz,210104006,1400,COM,84,1
Sergy,210104014,1401,COM,84,1
Sermoyer,210104022,1402,COM,84,1
Serrières-de-Briord,210104030,1403,COM,84,1
Serrières-sur-Ain,210104048,1404,COM,84,1
Servas,210104055,1405,COM,84,1
Servignat,210104063,1406,COM,84,1
Seyssel,210104071,1407,COM,84,1
Simandre-sur-Suran,210104089,1408,COM,84,1
Sonthonnax-la-Montagne,210104105,1410,COM,84,1
Souclin,210104113,1411,COM,84,1
Sulignat,210104121,1412,COM,84,1
Talissieu,210104154,1415,COM,84,1
Tenay,210104162,1416,COM,84,1
Thil,210104188,1418,COM,84,1
Thoiry,210104196,1419,COM,84,1
Thoissey,210104204,1420,COM,84,1
Torcieu,210104212,1421,COM,84,1
Tossiat,210104220,1422,COM,84,1
Toussieux,210104238,1423,COM,84,1
Tramoyes,210104246,1424,COM,84,1
La Tranclière,210104253,1425,COM,84,1
Val-Revermont,200057347,1426,COM,84,1
Trévoux,210104279,1427,COM,84,1
Valeins,210104287,1428,COM,84,1
Vandeins,210104295,1429,COM,84,1
Varambon,210104303,1430,COM,84,1
Vaux-en-Bugey,210104311,1431,COM,84,1
Verjon,210104329,1432,COM,84,1
Vernoux,210104337,1433,COM,84,1
Versailleux,210104345,1434,COM,84,1
Versonnex,210104352,1435,COM,84,1
Vesancy,210104360,1436,COM,84,1
Vescours,210104378,1437,COM,84,1
Vésines,210104394,1439,COM,84,1
Vieu-d'Izenave,210104410,1441,COM,84,1
Villars-les-Dombes,210104436,1443,COM,84,1
Villebois,210104444,1444,COM,84,1
Villemotier,210104451,1445,COM,84,1
Villeneuve,210104469,1446,COM,84,1
Villereversure,210104477,1447,COM,84,1
Villes,210104485,1448,COM,84,1
Villette-sur-Ain,210104493,1449,COM,84,1
Villieu-Loyes-Mollon,210104501,1450,COM,84,1
Viriat,210104519,1451,COM,84,1
Virieu-le-Grand,210104527,1452,COM,84,1
Arvière-en-Valromey,200086403,1453,COM,84,1
Virignin,210104543,1454,COM,84,1
Vongnes,210104568,1456,COM,84,1
Vonnas,210104576,1457,COM,84,1
Abbécourt,210200010,2001,COM,32,2
Achery,210200028,2002,COM,32,2
Acy,210200036,2003,COM,32,2
Agnicourt-et-Séchelles,210200044,2004,COM,32,2
Aguilcourt,210200051,2005,COM,32,2
Aisonville-et-Bernoville,210200069,2006,COM,32,2
Aizelles,210200077,2007,COM,32,2
Aizy-Jouy,210200085,2008,COM,32,2
Alaincourt,210200093,2009,COM,32,2
Allemant,210200101,2010,COM,32,2
Ambleny,210200119,2011,COM,32,2
Ambrief,210200127,2012,COM,32,2
Amifontaine,210200135,2013,COM,32,2
Amigny-Rouy,210200143,2014,COM,32,2
Ancienville,210200150,2015,COM,32,2
Andelain,210200168,2016,COM,32,2
Anguilcourt-le-Sart,210200176,2017,COM,32,2
Anizy-le-Grand,200084135,2018,COM,32,2
Annois,210200192,2019,COM,32,2
Any-Martin-Rieux,210200200,2020,COM,32,2
Archon,210200218,2021,COM,32,2
Arcy-Sainte-Restitue,210200226,2022,COM,32,2
Armentières-sur-Ourcq,210200234,2023,COM,32,2
Arrancy,210200242,2024,COM,32,2
Artemps,210200259,2025,COM,32,2
Assis-sur-Serre,210200275,2027,COM,32,2
Athies-sous-Laon,210200283,2028,COM,32,2
Attilly,210200291,2029,COM,32,2
Aubencheul-aux-Bois,210200309,2030,COM,32,2
Aubenton,210200317,2031,COM,32,2
Aubigny-aux-Kaisnes,210200325,2032,COM,32,2
Aubigny-en-Laonnois,210200333,2033,COM,32,2
Audignicourt,210200341,2034,COM,32,2
Audigny,210200358,2035,COM,32,2
Augy,210200366,2036,COM,32,2
Aulnois-sous-Laon,210200374,2037,COM,32,2
Les Autels,210200382,2038,COM,32,2
Autremencourt,210200390,2039,COM,32,2
Autreppes,210200408,2040,COM,32,2
Autreville,210200416,2041,COM,32,2
Azy-sur-Marne,210200424,2042,COM,32,2
Bagneux,210200432,2043,COM,32,2
Bancigny,210200440,2044,COM,32,2
Barenton-Bugny,210200457,2046,COM,32,2
Barenton-Cel,210200465,2047,COM,32,2
Barenton-sur-Serre,210200473,2048,COM,32,2
Barisis-aux-Bois,210200481,2049,COM,32,2
Barzy-en-Thiérache,210200499,2050,COM,32,2
Barzy-sur-Marne,210200507,2051,COM,32,2
Bassoles-Aulers,210200515,2052,COM,32,2
Vallées en Champagne,200056307,2053,COM,32,2
Bazoches-sur-Vesles,210200531,2054,COM,32,2
Beaumé,210200549,2055,COM,32,2
Beaumont-en-Beine,210200556,2056,COM,32,2
Beaurevoir,210200564,2057,COM,32,2
Beaurieux,210200572,2058,COM,32,2
Beautor,210200580,2059,COM,32,2
Beauvois-en-Vermandois,210200598,2060,COM,32,2
Becquigny,210200606,2061,COM,32,2
Belleau,210200614,2062,COM,32,2
Bellenglise,210200622,2063,COM,32,2
Belleu,210200630,2064,COM,32,2
Bellicourt,210200648,2065,COM,32,2
Benay,210200655,2066,COM,32,2
Bergues-sur-Sambre,210200663,2067,COM,32,2
Berlancourt,210200671,2068,COM,32,2
Berlise,210200689,2069,COM,32,2
Bernot,210200697,2070,COM,32,2
Berny-Rivière,210200705,2071,COM,32,2
Berrieux,210200713,2072,COM,32,2
Berry-au-Bac,210200721,2073,COM,32,2
Bertaucourt-Epourdon,210200739,2074,COM,32,2
Berthenicourt,210200747,2075,COM,32,2
Bertricourt,210200754,2076,COM,32,2
Berzy-le-Sec,210200762,2077,COM,32,2
Besmé,210200770,2078,COM,32,2
Besmont,210200788,2079,COM,32,2
Besny-et-Loizy,210200796,2080,COM,32,2
Béthancourt-en-Vaux,210200804,2081,COM,32,2
Beugneux,210200812,2082,COM,32,2
Beuvardes,210200820,2083,COM,32,2
Bézu-le-Guéry,210200838,2084,COM,32,2
Bézu-Saint-Germain,210200846,2085,COM,32,2
Bichancourt,210208245,2086,COM,32,2
Bieuxy,210200853,2087,COM,32,2
Bièvres,210200861,2088,COM,32,2
Billy-sur-Aisne,210200879,2089,COM,32,2
Billy-sur-Ourcq,210200887,2090,COM,32,2
Blanzy-lès-Fismes,210200895,2091,COM,32,2
Blérancourt,210200903,2093,COM,32,2
Blesmes,210200911,2094,COM,32,2
Bohain-en-Vermandois,210200929,2095,COM,32,2
Bois-lès-Pargny,210200937,2096,COM,32,2
Boncourt,210200945,2097,COM,32,2
Bonneil,210200952,2098,COM,32,2
Bonnesvalyn,210200960,2099,COM,32,2
Bony,210200978,2100,COM,32,2
Bosmont-sur-Serre,210200986,2101,COM,32,2
Bouconville-Vauclair,210200994,2102,COM,32,2
Boué,210201000,2103,COM,32,2
Bouffignereux,210201018,2104,COM,32,2
Bouresches,210201026,2105,COM,32,2
Bourg-et-Comin,210201034,2106,COM,32,2
Bourguignon-sous-Coucy,210201042,2107,COM,32,2
Bourguignon-sous-Montbavin,210201059,2108,COM,32,2
La Bouteille,210201067,2109,COM,32,2
Braine,210201075,2110,COM,32,2
Brancourt-en-Laonnois,210201083,2111,COM,32,2
Brancourt-le-Grand,210201091,2112,COM,32,2
Brasles,210201109,2114,COM,32,2
Braye-en-Laonnois,210201117,2115,COM,32,2
Braye-en-Thiérache,210201125,2116,COM,32,2
Bray-Saint-Christophe,210208070,2117,COM,32,2
Braye,210208088,2118,COM,32,2
Brécy,210208096,2119,COM,32,2
Brenelle,210208104,2120,COM,32,2
Breny,210208146,2121,COM,32,2
Brie,210201133,2122,COM,32,2
Brissay-Choigny,210208112,2123,COM,32,2
Brissy-Hamégicourt,210208120,2124,COM,32,2
Brumetz,210208153,2125,COM,32,2
Brunehamel,210201141,2126,COM,32,2
Bruyères-sur-Fère,210201158,2127,COM,32,2
Bruyères-et-Montbérault,210201166,2128,COM,32,2
Bruys,210201174,2129,COM,32,2
Bucilly,210201182,2130,COM,32,2
Bucy-le-Long,210208161,2131,COM,32,2
Bucy-lès-Cerny,210201190,2132,COM,32,2
Bucy-lès-Pierrepont,210201208,2133,COM,32,2
Buire,210201216,2134,COM,32,2
Buironfosse,210201224,2135,COM,32,2
Burelles,210201232,2136,COM,32,2
Bussiares,210201240,2137,COM,32,2
Buzancy,210201257,2138,COM,32,2
Caillouël-Crépigny,210201265,2139,COM,32,2
Camelin,210201273,2140,COM,32,2
La Capelle,210201281,2141,COM,32,2
Castres,210201299,2142,COM,32,2
Le Catelet,210201307,2143,COM,32,2
Caulaincourt,210201315,2144,COM,32,2
Caumont,210201323,2145,COM,32,2
Celles-lès-Condé,210201331,2146,COM,32,2
Celles-sur-Aisne,210201356,2148,COM,32,2
Cerizy,210201364,2149,COM,32,2
Cerny-en-Laonnois,210201372,2150,COM,32,2
Cerny-lès-Bucy,210201380,2151,COM,32,2
Cerseuil,210201398,2152,COM,32,2
Cessières-Suzy,200086338,2153,COM,32,2
Chacrise,210201414,2154,COM,32,2
Chaillevois,210201422,2155,COM,32,2
Chalandry,210201430,2156,COM,32,2
Chambry,210201448,2157,COM,32,2
Chamouille,210201455,2158,COM,32,2
Champs,210201463,2159,COM,32,2
Chaourse,210201471,2160,COM,32,2
La Chapelle-sur-Chézy,210201497,2162,COM,32,2
Charly-sur-Marne,210201505,2163,COM,32,2
Le Charmel,210201513,2164,COM,32,2
Charmes,210201521,2165,COM,32,2
Chartèves,210201539,2166,COM,32,2
Chassemy,210201547,2167,COM,32,2
Château-Thierry,210201554,2168,COM,32,2
Châtillon-lès-Sons,210201562,2169,COM,32,2
Châtillon-sur-Oise,210201570,2170,COM,32,2
Chaudardes,210201588,2171,COM,32,2
Chaudun,210201596,2172,COM,32,2
Chauny,210201604,2173,COM,32,2
Chavignon,210201612,2174,COM,32,2
Chavigny,210201620,2175,COM,32,2
Chavonne,210201638,2176,COM,32,2
Chérêt,210201646,2177,COM,32,2
Chermizy-Ailles,210201653,2178,COM,32,2
Chéry-Chartreuve,210201661,2179,COM,32,2
Chéry-lès-Pouilly,210201679,2180,COM,32,2
Chéry-lès-Rozoy,210201687,2181,COM,32,2
Chevennes,210201695,2182,COM,32,2
Chevregny,210201703,2183,COM,32,2
Chevresis-Monceau,210201711,2184,COM,32,2
Chézy-en-Orxois,210201729,2185,COM,32,2
Chézy-sur-Marne,210201737,2186,COM,32,2
Chierry,210201745,2187,COM,32,2
Chigny,210201752,2188,COM,32,2
Chivres-en-Laonnois,210201760,2189,COM,32,2
Chivres-Val,210201778,2190,COM,32,2
Chivy-lès-Étouvelles,210201786,2191,COM,32,2
Chouy,210201794,2192,COM,32,2
Cierges,210208260,2193,COM,32,2
Cilly,210201810,2194,COM,32,2
Ciry-Salsogne,210201828,2195,COM,32,2
Clacy-et-Thierret,210201836,2196,COM,32,2
Clairfontaine,210201802,2197,COM,32,2
Clamecy,210201844,2198,COM,32,2
Clastres,210201851,2199,COM,32,2
Clermont-les-Fermes,210201869,2200,COM,32,2
Cœuvres-et-Valsery,210201877,2201,COM,32,2
Coincy,210201885,2203,COM,32,2
Coingt,210201893,2204,COM,32,2
Colligis-Crandelain,210201901,2205,COM,32,2
Colonfay,210201919,2206,COM,32,2
Commenchon,210201927,2207,COM,32,2
Concevreux,210201935,2208,COM,32,2
Condé-en-Brie,210201943,2209,COM,32,2
Condé-sur-Aisne,210201950,2210,COM,32,2
Condé-sur-Suippe,210201968,2211,COM,32,2
Condren,210201976,2212,COM,32,2
Connigis,210201984,2213,COM,32,2
Contescourt,210201992,2214,COM,32,2
Corbeny,210202008,2215,COM,32,2
Corcy,210202016,2216,COM,32,2
Coucy-le-Château-Auffrique,210202024,2217,COM,32,2
Coucy-lès-Eppes,210202032,2218,COM,32,2
Coucy-la-Ville,210202040,2219,COM,32,2
Coulonges-Cohan,210202057,2220,COM,32,2
Coupru,210202065,2221,COM,32,2
Courbes,210202073,2222,COM,32,2
Courboin,210202081,2223,COM,32,2
Courcelles-sur-Vesle,210202099,2224,COM,32,2
Courchamps,210202107,2225,COM,32,2
Courmelles,210202115,2226,COM,32,2
Courmont,210202123,2227,COM,32,2
Courtemont-Varennes,210202131,2228,COM,32,2
Courtrizy-et-Fussigny,210202149,2229,COM,32,2
Couvrelles,210202156,2230,COM,32,2
Couvron-et-Aumencourt,210202164,2231,COM,32,2
Coyolles,210202172,2232,COM,32,2
Cramaille,210202180,2233,COM,32,2
Craonne,210202198,2234,COM,32,2
Craonnelle,210202206,2235,COM,32,2
Crécy-au-Mont,210202214,2236,COM,32,2
Crécy-sur-Serre,210202222,2237,COM,32,2
Crépy,210202230,2238,COM,32,2
Crézancy,210202248,2239,COM,32,2
Croix-Fonsomme,210202255,2240,COM,32,2
