nom,SIREN,COG,type,code_region,code_departement
Espinasse,211500657,15065,COM,84,15
Le Falgoux,211500665,15066,COM,84,15
Le Fau,211500673,15067,COM,84,15
Ferrières-Saint-Mary,211500699,15069,COM,84,15
Fontanges,211500707,15070,COM,84,15
Freix-Anglards,211500723,15072,COM,84,15
Fridefont,211500731,15073,COM,84,15
Giou-de-Mamou,211500749,15074,COM,84,15
Girgols,211500756,15075,COM,84,15
Glénat,211500764,15076,COM,84,15
Gourdièges,211500772,15077,COM,84,15
Jabrun,211500780,15078,COM,84,15
Jaleyrac,211500798,15079,COM,84,15
Joursac,211500806,15080,COM,84,15
Jou-sous-Monjou,211500814,15081,COM,84,15
Junhac,211500822,15082,COM,84,15
Jussac,211500830,15083,COM,84,15
Labesserette,211500848,15084,COM,84,15
Labrousse,211500855,15085,COM,84,15
Lacapelle-Barrès,211500863,15086,COM,84,15
Lacapelle-del-Fraisse,211500871,15087,COM,84,15
Lacapelle-Viescamp,211500889,15088,COM,84,15
Ladinhac,211500897,15089,COM,84,15
Lafeuillade-en-Vézie,211500905,15090,COM,84,15
Landeyrat,211500913,15091,COM,84,15
Lanobre,211500921,15092,COM,84,15
Lapeyrugue,211500939,15093,COM,84,15
Laroquebrou,211500947,15094,COM,84,15
Laroquevieille,211500954,15095,COM,84,15
Lascelle,211500962,15096,COM,84,15
Lastic,211500970,15097,COM,84,15
Laurie,211500988,15098,COM,84,15
Laveissenet,211501002,15100,COM,84,15
Laveissière,211501010,15101,COM,84,15
Lavigerie,211501028,15102,COM,84,15
Leucamp,211501036,15103,COM,84,15
Leynhac,211501044,15104,COM,84,15
Leyvaux,211501051,15105,COM,84,15
Lieutadès,211501069,15106,COM,84,15
Lorcières,211501077,15107,COM,84,15
Val d'Arcomie,200054104,15108,COM,84,15
Lugarde,211501101,15110,COM,84,15
Madic,211501119,15111,COM,84,15
Malbo,211501127,15112,COM,84,15
Mandailles-Saint-Julien,211501135,15113,COM,84,15
Marcenat,211501143,15114,COM,84,15
Marchastel,211501168,15116,COM,84,15
Marcolès,211501176,15117,COM,84,15
Marmanhac,211501184,15118,COM,84,15
Massiac,211501192,15119,COM,84,15
Mauriac,211501200,15120,COM,84,15
Maurines,211501218,15121,COM,84,15
Maurs,211501226,15122,COM,84,15
Méallet,211501234,15123,COM,84,15
Menet,211501242,15124,COM,84,15
Mentières,211501259,15125,COM,84,15
Molèdes,211501267,15126,COM,84,15
Molompize,211501275,15127,COM,84,15
La Monselie,211501283,15128,COM,84,15
Montboudif,211501291,15129,COM,84,15
Montchamp,211501309,15130,COM,84,15
Le Monteil,211501317,15131,COM,84,15
Montgreleix,211501325,15132,COM,84,15
Montmurat,211501333,15133,COM,84,15
Montsalvy,211501341,15134,COM,84,15
Montvert,211501358,15135,COM,84,15
Moussages,211501374,15137,COM,84,15
Murat,200071702,15138,COM,84,15
Narnhac,211501390,15139,COM,84,15
Naucelles,211501408,15140,COM,84,15
Neussargues en Pinatelle,200065175,15141,COM,84,15
Neuvéglise-sur-Truyère,200065191,15142,COM,84,15
Nieudan,211501432,15143,COM,84,15
Omps,211501440,15144,COM,84,15
Pailherols,211501465,15146,COM,84,15
Parlan,211501473,15147,COM,84,15
Paulhac,211501481,15148,COM,84,15
Paulhenc,211501499,15149,COM,84,15
Peyrusse,211501515,15151,COM,84,15
Pierrefort,211501523,15152,COM,84,15
Pleaux,211501531,15153,COM,84,15
Polminhac,211501549,15154,COM,84,15
Pradiers,211501556,15155,COM,84,15
Prunet,211501564,15156,COM,84,15
Quézac,211501572,15157,COM,84,15
Rageade,211501580,15158,COM,84,15
Raulhac,211501598,15159,COM,84,15
Reilhac,211502919,15160,COM,84,15
Rézentières,211501614,15161,COM,84,15
Riom-ès-Montagnes,211501622,15162,COM,84,15
Roannes-Saint-Mary,211501630,15163,COM,84,15
Roffiac,211501648,15164,COM,84,15
Rouffiac,211501655,15165,COM,84,15
Roumégoux,211501663,15166,COM,84,15
Rouziers,211501671,15167,COM,84,15
Ruynes-en-Margeride,211501689,15168,COM,84,15
Saignes,211501697,15169,COM,84,15
Saint-Amandin,211501705,15170,COM,84,15
Saint-Antoine,211501721,15172,COM,84,15
Saint-Bonnet-de-Condat,211501739,15173,COM,84,15
Saint-Bonnet-de-Salers,211501747,15174,COM,84,15
Saint-Cernin,211501754,15175,COM,84,15
Saint-Chamant,211501762,15176,COM,84,15
Saint-Cirgues-de-Jordanne,211501788,15178,COM,84,15
Saint-Cirgues-de-Malbert,211501796,15179,COM,84,15
Saint-Clément,211501804,15180,COM,84,15
Saint-Constant-Fournoulès,200057503,15181,COM,84,15
Saint-Étienne-Cantalès,211501820,15182,COM,84,15
Saint-Étienne-de-Carlat,211501838,15183,COM,84,15
Saint-Étienne-de-Maurs,211501846,15184,COM,84,15
Saint-Étienne-de-Chomeil,211501853,15185,COM,84,15
Sainte-Eulalie,211501861,15186,COM,84,15
Saint-Flour,211501879,15187,COM,84,15
Saint-Georges,211501887,15188,COM,84,15
Saint-Gérons,211501895,15189,COM,84,15
Saint-Hippolyte,211501903,15190,COM,84,15
Saint-Illide,211501911,15191,COM,84,15
Saint-Jacques-des-Blats,211501929,15192,COM,84,15
Saint-Julien-de-Toursac,211501945,15194,COM,84,15
Saint-Mamet-la-Salvetat,211501960,15196,COM,84,15
Sainte-Marie,211501986,15198,COM,84,15
Saint-Martial,211501994,15199,COM,84,15
Saint-Martin-Cantalès,211502000,15200,COM,84,15
Saint-Martin-sous-Vigouroux,211502018,15201,COM,84,15
Saint-Martin-Valmeroux,211502026,15202,COM,84,15
Saint-Mary-le-Plain,211502034,15203,COM,84,15
Saint-Paul-des-Landes,211502042,15204,COM,84,15
Saint-Paul-de-Salers,211502059,15205,COM,84,15
Saint-Pierre,211502067,15206,COM,84,15
Saint-Poncy,211502075,15207,COM,84,15
Saint-Projet-de-Salers,211502083,15208,COM,84,15
Saint-Rémy-de-Chaudes-Aigues,211502091,15209,COM,84,15
Saint-Santin-Cantalès,211502117,15211,COM,84,15
Saint-Santin-de-Maurs,211502125,15212,COM,84,15
Saint-Saturnin,211502133,15213,COM,84,15
Saint-Saury,211502141,15214,COM,84,15
Saint-Simon,211502158,15215,COM,84,15
Saint-Urcize,211502166,15216,COM,84,15
Saint-Victor,211502174,15217,COM,84,15
Saint-Vincent-de-Salers,211502182,15218,COM,84,15
Salers,211502190,15219,COM,84,15
Salins,211502208,15220,COM,84,15
Sansac-de-Marmiesse,211502216,15221,COM,84,15
Sansac-Veinazès,211502224,15222,COM,84,15
Sauvat,211502232,15223,COM,84,15
La Ségalassière,211502240,15224,COM,84,15
Ségur-les-Villas,211502257,15225,COM,84,15
Sénezergues,211502265,15226,COM,84,15
Siran,211502281,15228,COM,84,15
Soulages,211502299,15229,COM,84,15
Sourniac,211502307,15230,COM,84,15
Talizat,211502315,15231,COM,84,15
Tanavelle,211502323,15232,COM,84,15
Teissières-de-Cornet,211502331,15233,COM,84,15
Teissières-lès-Bouliès,211502349,15234,COM,84,15
Les Ternes,211502356,15235,COM,84,15
Thiézac,211502364,15236,COM,84,15
Tiviers,211502372,15237,COM,84,15
Tournemire,211502380,15238,COM,84,15
Trémouille,211502406,15240,COM,84,15
La Trinitat,211502414,15241,COM,84,15
Le Trioulou,211502422,15242,COM,84,15
Trizac,211502430,15243,COM,84,15
Ussel,211502448,15244,COM,84,15
Vabres,211502455,15245,COM,84,15
Valette,211502463,15246,COM,84,15
Valjouze,211502471,15247,COM,84,15
Valuéjols,211502489,15248,COM,84,15
Le Vaulmier,211502497,15249,COM,84,15
Vebret,211502505,15250,COM,84,15
Védrines-Saint-Loup,211502513,15251,COM,84,15
Velzic,211502521,15252,COM,84,15
Vernols,211502539,15253,COM,84,15
Veyrières,211502547,15254,COM,84,15
Vézac,211502554,15255,COM,84,15
Vèze,211502562,15256,COM,84,15
Vezels-Roussy,211502570,15257,COM,84,15
Vic-sur-Cère,211502588,15258,COM,84,15
Vieillespesse,211502596,15259,COM,84,15
Vieillevie,211502604,15260,COM,84,15
Le Vigean,211502612,15261,COM,84,15
Villedieu,211502620,15262,COM,84,15
Virargues,211502638,15263,COM,84,15
Vitrac,211502646,15264,COM,84,15
Ydes,211502653,15265,COM,84,15
Yolet,211502661,15266,COM,84,15
Ytrac,211502679,15267,COM,84,15
Le Rouget-Pers,200057487,15268,COM,84,15
Besse,211502695,15269,COM,84,15
Abzac,211600010,16001,COM,75,16
Les Adjots,211600028,16002,COM,75,16
Agris,211600036,16003,COM,75,16
Aigre,200083251,16005,COM,75,16
Alloue,211600077,16007,COM,75,16
Ambérac,211600085,16008,COM,75,16
Ambernac,211600093,16009,COM,75,16
Ambleville,211600101,16010,COM,75,16
Anais,211600119,16011,COM,75,16
Angeac-Champagne,211600127,16012,COM,75,16
Angeac-Charente,211600135,16013,COM,75,16
Angeduc,211600143,16014,COM,75,16
Angoulême,211600150,16015,COM,75,16
Ansac-sur-Vienne,211600168,16016,COM,75,16
Ars,211600184,16018,COM,75,16
Asnières-sur-Nouère,211600192,16019,COM,75,16
Aubeterre-sur-Dronne,211600200,16020,COM,75,16
Aunac-sur-Charente,200062784,16023,COM,75,16
Aussac-Vadalle,211600242,16024,COM,75,16
Baignes-Sainte-Radegonde,211600259,16025,COM,75,16
Balzac,211600267,16026,COM,75,16
Barbezières,211600275,16027,COM,75,16
Barbezieux-Saint-Hilaire,211600283,16028,COM,75,16
Bardenac,211600291,16029,COM,75,16
Barret,211600309,16030,COM,75,16
Barro,211600317,16031,COM,75,16
Bassac,211600325,16032,COM,75,16
Bazac,211600341,16034,COM,75,16
Beaulieu-sur-Sonnette,211600358,16035,COM,75,16
Bécheresse,211600366,16036,COM,75,16
Bellon,211600374,16037,COM,75,16
Benest,211600382,16038,COM,75,16
Bernac,211600390,16039,COM,75,16
Berneuil,211600408,16040,COM,75,16
Bessac,211600416,16041,COM,75,16
Bessé,211600424,16042,COM,75,16
Bioussac,211600440,16044,COM,75,16
Birac,211600457,16045,COM,75,16
Coteaux-du-Blanzacais,200083129,16046,COM,75,16
Blanzaguet-Saint-Cybard,211600473,16047,COM,75,16
Boisbreteau,211600481,16048,COM,75,16
Bonnes,211600499,16049,COM,75,16
Bonneuil,211600507,16050,COM,75,16
Bors (Canton de Tude-et-Lavalette),211600523,16052,COM,75,16
Bors (Canton de Charente-Sud),211600531,16053,COM,75,16
Le Bouchage,211600549,16054,COM,75,16
Bouëx,211600556,16055,COM,75,16
Bourg-Charente,211600564,16056,COM,75,16
Bouteville,211600572,16057,COM,75,16
Boutiers-Saint-Trojan,211600580,16058,COM,75,16
Brettes,211600598,16059,COM,75,16
Bréville,211600606,16060,COM,75,16
Brie,211600614,16061,COM,75,16
Brie-sous-Barbezieux,211600622,16062,COM,75,16
Brie-sous-Chalais,211600630,16063,COM,75,16
Brigueuil,211600648,16064,COM,75,16
Brillac,211600655,16065,COM,75,16
Brossac,211600663,16066,COM,75,16
Bunzac,211600671,16067,COM,75,16
Cellefrouin,211600689,16068,COM,75,16
Cellettes,211600697,16069,COM,75,16
Chabanais,211600705,16070,COM,75,16
Chabrac,211600713,16071,COM,75,16
Chadurie,211600721,16072,COM,75,16
Chalais,211600739,16073,COM,75,16
Challignac,211600747,16074,COM,75,16
Champagne-Vigny,211600754,16075,COM,75,16
Champagne-Mouton,211600762,16076,COM,75,16
Champmillon,211600770,16077,COM,75,16
Champniers,211600788,16078,COM,75,16
Chantillac,211600796,16079,COM,75,16
La Chapelle,211600812,16081,COM,75,16
Boisné-La Tude,200056992,16082,COM,75,16
Charmé,211600838,16083,COM,75,16
Charras,211600846,16084,COM,75,16
Chasseneuil-sur-Bonnieure,211600853,16085,COM,75,16
Chassenon,211600861,16086,COM,75,16
Chassiecq,211600879,16087,COM,75,16
Chassors,211600887,16088,COM,75,16
Châteaubernard,211600895,16089,COM,75,16
Châteauneuf-sur-Charente,211600903,16090,COM,75,16
Châtignac,211600911,16091,COM,75,16
Chazelles,211600937,16093,COM,75,16
Chenon,211600952,16095,COM,75,16
Cherves-Châtelars,211600960,16096,COM,75,16
Cherves-Richemont,211600978,16097,COM,75,16
La Chèvrerie,211600986,16098,COM,75,16
Chillac,211600994,16099,COM,75,16
Chirac,211601000,16100,COM,75,16
Claix,211601018,16101,COM,75,16
Cognac,211601026,16102,COM,75,16
Combiers,211601034,16103,COM,75,16
Condac,211601042,16104,COM,75,16
Condéon,211601059,16105,COM,75,16
Confolens,200054047,16106,COM,75,16
Coulgens,211601075,16107,COM,75,16
Coulonges,211601083,16108,COM,75,16
Courbillac,211601091,16109,COM,75,16
Courcôme,200086429,16110,COM,75,16
Courgeac,211601117,16111,COM,75,16
Courlac,211601125,16112,COM,75,16
La Couronne,211601133,16113,COM,75,16
Couture,211601141,16114,COM,75,16
Criteuil-la-Magdeleine,211601166,16116,COM,75,16
Curac,211601174,16117,COM,75,16
Deviat,211601182,16118,COM,75,16
Dignac,211601190,16119,COM,75,16
Dirac,211601208,16120,COM,75,16
Douzat,211601216,16121,COM,75,16
Ébréon,211601224,16122,COM,75,16
Échallat,211601232,16123,COM,75,16
Écuras,211601240,16124,COM,75,16
Édon,211601257,16125,COM,75,16
Empuré,211601273,16127,COM,75,16
Épenède,211601281,16128,COM,75,16
Les Essards,211601307,16130,COM,75,16
Esse,211601315,16131,COM,75,16
Étagnac,211601323,16132,COM,75,16
Étriac,211601331,16133,COM,75,16
Exideuil-sur-Vienne,211601349,16134,COM,75,16
Eymouthiers,211601356,16135,COM,75,16
La Faye,211601364,16136,COM,75,16
Feuillade,211601372,16137,COM,75,16
Fléac,211601380,16138,COM,75,16
Fleurac,211601398,16139,COM,75,16
Fontclaireau,211601406,16140,COM,75,16
Fontenille,211601414,16141,COM,75,16
La Forêt-de-Tessé,211601422,16142,COM,75,16
Fouquebrune,211601430,16143,COM,75,16
Fouqueure,211601448,16144,COM,75,16
Foussignac,211601455,16145,COM,75,16
Garat,211601463,16146,COM,75,16
Gardes-le-Pontaroux,211601471,16147,COM,75,16
Genac-Bignac,200058196,16148,COM,75,16
Gensac-la-Pallue,211601505,16150,COM,75,16
Genté,211601513,16151,COM,75,16
Gimeux,211601521,16152,COM,75,16
Mainxe-Gondeville,200083285,16153,COM,75,16
Gond-Pontouvre,211601547,16154,COM,75,16
Les Gours,211601554,16155,COM,75,16
Le Grand-Madieu,211601570,16157,COM,75,16
Grassac,211601588,16158,COM,75,16
Guimps,211601604,16160,COM,75,16
Guizengeard,211601612,16161,COM,75,16
Gurat,211601620,16162,COM,75,16
Hiersac,211601638,16163,COM,75,16
Hiesse,211601646,16164,COM,75,16
Houlette,211601653,16165,COM,75,16
L'Isle-d'Espagnac,211601661,16166,COM,75,16
Jarnac,211601679,16167,COM,75,16
Jauldes,211601687,16168,COM,75,16
Javrezac,211601695,16169,COM,75,16
Juignac,211601703,16170,COM,75,16
Juillac-le-Coq,211601711,16171,COM,75,16
Juillé,211601737,16173,COM,75,16
Julienne,211601745,16174,COM,75,16
Val des Vignes,200054187,16175,COM,75,16
Lachaise,211601760,16176,COM,75,16
Ladiville,211601778,16177,COM,75,16
Lagarde-sur-le-Né,211601786,16178,COM,75,16
Laprade,211601802,16180,COM,75,16
Lessac,211601810,16181,COM,75,16
Lesterps,211601828,16182,COM,75,16
Lésignac-Durand,211601836,16183,COM,75,16
Lichères,211601844,16184,COM,75,16
Ligné,211601851,16185,COM,75,16
Lignières-Sonneville,211601869,16186,COM,75,16
Linars,211601877,16187,COM,75,16
Le Lindois,211601885,16188,COM,75,16
Londigny,211601893,16189,COM,75,16
Longré,211601901,16190,COM,75,16
Lonnes,211601919,16191,COM,75,16
Terres-de-Haute-Charente,200083350,16192,COM,75,16
Louzac-Saint-André,211601935,16193,COM,75,16
Lupsault,211601943,16194,COM,75,16
Lussac,211601950,16195,COM,75,16
Luxé,211601968,16196,COM,75,16
La Magdeleine,211601976,16197,COM,75,16
Magnac-Lavalette-Villars,211601984,16198,COM,75,16
Magnac-sur-Touvre,211601992,16199,COM,75,16
Maine-de-Boixe,211602008,16200,COM,75,16
Mainzac,211602032,16203,COM,75,16
Bellevigne,200062941,16204,COM,75,16
Manot,211602057,16205,COM,75,16
Mansle,211602065,16206,COM,75,16
Marcillac-Lanville,211602073,16207,COM,75,16
Mareuil,211602081,16208,COM,75,16
Marillac-le-Franc,211602099,16209,COM,75,16
Marsac,211602107,16210,COM,75,16
Marthon,211602115,16211,COM,75,16
Massignac,211602123,16212,COM,75,16
Mazerolles,211602131,16213,COM,75,16
Médillac,211602156,16215,COM,75,16
Mérignac,211602164,16216,COM,75,16
Merpins,211602172,16217,COM,75,16
Mesnac,211602180,16218,COM,75,16
Les Métairies,211602206,16220,COM,75,16
Mons,211602214,16221,COM,75,16
Montboyer,211602222,16222,COM,75,16
Montbron,211602230,16223,COM,75,16
Montmérac,200058212,16224,COM,75,16
Montembœuf,211602255,16225,COM,75,16
Montignac-Charente,211602263,16226,COM,75,16
Montignac-le-Coq,211602271,16227,COM,75,16
Montjean,211602297,16229,COM,75,16
Montmoreau,200063105,16230,COM,75,16
Montrollet,211602313,16231,COM,75,16
Mornac,211602321,16232,COM,75,16
Mosnac-Saint-Simeux,211602339,16233,COM,75,16
Mosnac-Saint-Simeux,211603519,16233,COM,75,16
Moulidars,211602347,16234,COM,75,16
Mouthiers-sur-Boëme,211602362,16236,COM,75,16
Mouton,211602370,16237,COM,75,16
Moutonneau,211602388,16238,COM,75,16
Mouzon,211602396,16239,COM,75,16
Nabinaud,211602404,16240,COM,75,16
Nanclars,211602412,16241,COM,75,16
Nanteuil-en-Vallée,211602420,16242,COM,75,16
Nercillac,211602438,16243,COM,75,16
Nersac,211602446,16244,COM,75,16
Nieuil,211602453,16245,COM,75,16
Nonac,211602461,16246,COM,75,16
Oradour,211602487,16248,COM,75,16
Oradour-Fanais,211602495,16249,COM,75,16
Orgedeuil,211602503,16250,COM,75,16
Oriolles,211602511,16251,COM,75,16
Orival,211602529,16252,COM,75,16
Paizay-Naudouin-Embourie,211602537,16253,COM,75,16
Palluaud,211602545,16254,COM,75,16
Parzac,211602552,16255,COM,75,16
Passirac,211602560,16256,COM,75,16
Pérignac,211602586,16258,COM,75,16
Pillac,211602602,16260,COM,75,16
Les Pins,211602610,16261,COM,75,16
Plassac-Rouffiac,211602636,16263,COM,75,16
Pleuville,211602644,16264,COM,75,16
Poullignac,211602677,16267,COM,75,16
Poursac,211602685,16268,COM,75,16
Pranzac,211602693,16269,COM,75,16
Pressignac,211602701,16270,COM,75,16
Puymoyen,211602719,16271,COM,75,16
Puyréaux,211602727,16272,COM,75,16
Raix,211602735,16273,COM,75,16
Ranville-Breuillaud,211602750,16275,COM,75,16
Reignac,211602768,16276,COM,75,16
Réparsac,211602776,16277,COM,75,16
Rioux-Martin,211602792,16279,COM,75,16
Rivières,211602800,16280,COM,75,16
La Rochefoucauld-en-Angoumois,200083293,16281,COM,75,16
La Rochette,211602826,16282,COM,75,16
Ronsenac,211602834,16283,COM,75,16
Rouffiac,211602842,16284,COM,75,16
Rougnac,211602859,16285,COM,75,16
Rouillac,200085249,16286,COM,75,16
Roullet-Saint-Estèphe,211602875,16287,COM,75,16
Roussines,211602891,16289,COM,75,16
Rouzède,211602909,16290,COM,75,16
Ruelle-sur-Touvre,211602917,16291,COM,75,16
Ruffec,211602925,16292,COM,75,16
Saint-Adjutory,211602933,16293,COM,75,16
Saint-Amant-de-Boixe,211602958,16295,COM,75,16
Graves-Saint-Amant,211604277,16297,COM,75,16
Saint-Amant-de-Nouère,211602982,16298,COM,75,16
Val-de-Bonnieure,200076933,16300,COM,75,16
Saint-Aulais-la-Chapelle,211603014,16301,COM,75,16
Saint-Avit,211603022,16302,COM,75,16
Saint-Bonnet,211603030,16303,COM,75,16
Saint-Brice,211603048,16304,COM,75,16
Saint-Christophe,211603063,16306,COM,75,16
Saint-Ciers-sur-Bonnieure,211603071,16307,COM,75,16
Saint-Claud,211603089,16308,COM,75,16
Saint-Coutant,211603105,16310,COM,75,16
Saint-Cybardeaux,211603121,16312,COM,75,16
Saint-Félix,211603154,16315,COM,75,16
Saint-Fort-sur-le-Né,211603162,16316,COM,75,16
Saint-Fraigne,211603170,16317,COM,75,16
Saint-Front,211603188,16318,COM,75,16
Saint-Genis-d'Hiersac,211603204,16320,COM,75,16
Saint-Georges,211603212,16321,COM,75,16
Saint-Germain-de-Montbron,211603238,16323,COM,75,16
Saint-Gourson,211603253,16325,COM,75,16
Saint-Groux,211603261,16326,COM,75,16
Saint-Laurent-de-Céris,211603295,16329,COM,75,16
Saint-Laurent-de-Cognac,211603303,16330,COM,75,16
Saint-Laurent-des-Combes,211603311,16331,COM,75,16
Saint-Martial,211603345,16334,COM,75,16
Saint-Martin-du-Clocher,211603352,16335,COM,75,16
Saint-Mary,211603360,16336,COM,75,16
Saint-Maurice-des-Lions,211603378,16337,COM,75,16
Saint-Médard,211603386,16338,COM,75,16
Val-d'Auge,200085611,16339,COM,75,16
Saint-Même-les-Carrières,211603402,16340,COM,75,16
Saint-Michel,211603410,16341,COM,75,16
Saint-Palais-du-Né,211603428,16342,COM,75,16
Saint-Preuil,211603436,16343,COM,75,16
Saint-Quentin-sur-Charente,211603451,16345,COM,75,16
Saint-Quentin-de-Chalais,211603469,16346,COM,75,16
Saint-Romain,211603477,16347,COM,75,16
Saint-Saturnin,211603485,16348,COM,75,16
Sainte-Sévère,211603493,16349,COM,75,16
Saint-Séverin,211603501,16350,COM,75,16
Saint-Simon,211603527,16352,COM,75,16
Saint-Sornin,211603535,16353,COM,75,16
Sainte-Souline,211603543,16354,COM,75,16
Saint-Sulpice-de-Cognac,211603550,16355,COM,75,16
Saint-Sulpice-de-Ruffec,211603568,16356,COM,75,16
Saint-Vallier,211603576,16357,COM,75,16
Saint-Yrieix-sur-Charente,211603584,16358,COM,75,16
Salles-d'Angles,211603592,16359,COM,75,16
Salles-de-Barbezieux,211603600,16360,COM,75,16
Salles-de-Villefagnan,211603618,16361,COM,75,16
Salles-Lavalette,211603626,16362,COM,75,16
Saulgond,211603634,16363,COM,75,16
Sauvagnac,211603642,16364,COM,75,16
Sauvignac,211603659,16365,COM,75,16
Segonzac,211603667,16366,COM,75,16
Sers,211603683,16368,COM,75,16
Sigogne,211603691,16369,COM,75,16
Sireuil,211603709,16370,COM,75,16
Souffrignac,211603725,16372,COM,75,16
Souvigné,211603733,16373,COM,75,16
Soyaux,211603741,16374,COM,75,16
Suaux,211603758,16375,COM,75,16
La Tâche,211603774,16377,COM,75,16
Taizé-Aizie,211603782,16378,COM,75,16
Taponnat-Fleurignac,211603790,16379,COM,75,16
Le Tâtre,211603808,16380,COM,75,16
Theil-Rabier,211603816,16381,COM,75,16
Torsac,211603824,16382,COM,75,16
Tourriers,211603832,16383,COM,75,16
Touvérac,211603840,16384,COM,75,16
Touvre,211603857,16385,COM,75,16
Triac-Lautrait,211603873,16387,COM,75,16
Trois-Palis,211603881,16388,COM,75,16
Turgon,211603899,16389,COM,75,16
Tusson,211603907,16390,COM,75,16
Valence,211603923,16392,COM,75,16
Vars,211603931,16393,COM,75,16
Vaux-Lavalette,211603949,16394,COM,75,16
Vaux-Rouillac,211603956,16395,COM,75,16
Ventouse,211603964,16396,COM,75,16
Verdille,211603972,16397,COM,75,16
Verneuil,211603980,16398,COM,75,16
Verrières,211603998,16399,COM,75,16
Verteuil-sur-Charente,211604004,16400,COM,75,16
Vervant,211604012,16401,COM,75,16
Vibrac,211604020,16402,COM,75,16
Le Vieux-Cérier,211604038,16403,COM,75,16
Vieux-Ruffec,211604046,16404,COM,75,16
Vignolles,211604053,16405,COM,75,16
Moulins-sur-Tardoire,200085629,16406,COM,75,16
Villebois-Lavalette,211604087,16408,COM,75,16
Villefagnan,211604095,16409,COM,75,16
Villejoubert,211604129,16412,COM,75,16
Villiers-le-Roux,211604137,16413,COM,75,16
Villognon,211604145,16414,COM,75,16
Vindelle,211604152,16415,COM,75,16
Vitrac-Saint-Vincent,211604160,16416,COM,75,16
Vœuil-et-Giget,211604186,16418,COM,75,16
Vouharte,211604194,16419,COM,75,16
Voulgézac,211604202,16420,COM,75,16
Vouthon,211604210,16421,COM,75,16
Vouzan,211604228,16422,COM,75,16
Xambes,211604236,16423,COM,75,16
Yviers,211604244,16424,COM,75,16
Yvrac-et-Malleyrand,211604251,16425,COM,75,16
Agudelle,211700026,17002,COM,75,17
Aigrefeuille-d'Aunis,211700034,17003,COM,75,17
Île-d'Aix,211700042,17004,COM,75,17
Allas-Bocage,211700059,17005,COM,75,17
Allas-Champagne,211700067,17006,COM,75,17
Anais,211700075,17007,COM,75,17
Andilly,211700083,17008,COM,75,17
Angliers,211700091,17009,COM,75,17
Angoulins,211700109,17010,COM,75,17
Annepont,211700117,17011,COM,75,17
Annezay,211700125,17012,COM,75,17
Antezant-la-Chapelle,211700133,17013,COM,75,17
Arces,211700158,17015,COM,75,17
Archiac,211700166,17016,COM,75,17
Archingeay,211700174,17017,COM,75,17
Ardillières,211700182,17018,COM,75,17
Ars-en-Ré,211700190,17019,COM,75,17
Arthenac,211700208,17020,COM,75,17
Arvert,211700216,17021,COM,75,17
Asnières-la-Giraud,211700224,17022,COM,75,17
Aujac,211700232,17023,COM,75,17
Aulnay,211700240,17024,COM,75,17
Aumagne,211700257,17025,COM,75,17
Authon-Ébéon,211700265,17026,COM,75,17
Avy,211700273,17027,COM,75,17
Aytré,211700281,17028,COM,75,17
Bagnizeau,211700299,17029,COM,75,17
Balanzac,211700307,17030,COM,75,17
Ballans,211700315,17031,COM,75,17
Ballon,211700323,17032,COM,75,17
La Barde,211700331,17033,COM,75,17
Barzan,211700349,17034,COM,75,17
Bazauges,211700356,17035,COM,75,17
Beaugeay,211700364,17036,COM,75,17
Beauvais-sur-Matha,211700372,17037,COM,75,17
Bedenac,211700380,17038,COM,75,17
Belluire,211700398,17039,COM,75,17
Benon,211700414,17041,COM,75,17
Bercloux,211700422,17042,COM,75,17
Bernay-Saint-Martin,211700430,17043,COM,75,17
Berneuil,211700448,17044,COM,75,17
Beurlay,211700455,17045,COM,75,17
Bignay,211700463,17046,COM,75,17
Biron,211700471,17047,COM,75,17
Blanzac-lès-Matha,211700489,17048,COM,75,17
Blanzay-sur-Boutonne,211700497,17049,COM,75,17
Bois,211700505,17050,COM,75,17
Le Bois-Plage-en-Ré,211700513,17051,COM,75,17
Boisredon,211700521,17052,COM,75,17
Bords,211700539,17053,COM,75,17
Boresse-et-Martron,211700547,17054,COM,75,17
Boscamnant,211700554,17055,COM,75,17
Bougneau,211700562,17056,COM,75,17
Bouhet,211700570,17057,COM,75,17
Bourcefranc-le-Chapus,211700588,17058,COM,75,17
Bourgneuf,211700596,17059,COM,75,17
Boutenac-Touvent,211700604,17060,COM,75,17
Bran,211700612,17061,COM,75,17
Bresdon,211700620,17062,COM,75,17
Breuil-la-Réorte,211700638,17063,COM,75,17
Breuillet,211700646,17064,COM,75,17
Breuil-Magné,211700653,17065,COM,75,17
Brie-sous-Archiac,211700661,17066,COM,75,17
Brie-sous-Matha,211700679,17067,COM,75,17
Brie-sous-Mortagne,211700687,17068,COM,75,17
Brives-sur-Charente,211700695,17069,COM,75,17
Brizambourg,211700703,17070,COM,75,17
La Brousse,211700711,17071,COM,75,17
Burie,211700729,17072,COM,75,17
Bussac-sur-Charente,211700737,17073,COM,75,17
Bussac-Forêt,211700745,17074,COM,75,17
Cabariot,211700752,17075,COM,75,17
Celles,211700760,17076,COM,75,17
Cercoux,211700778,17077,COM,75,17
Chadenac,211700786,17078,COM,75,17
Chaillevette,211700794,17079,COM,75,17
Chambon,211700802,17080,COM,75,17
Chamouillac,211700810,17081,COM,75,17
Champagnac,211700828,17082,COM,75,17
Champagne,211700836,17083,COM,75,17
